NAME,LATITUDE,LONGITUDE,TYPE
Mill Woods Park,53.45733063,-113.4381313,Cricket Field
Castle Downs,53.61834929,-113.5196594,Cricket Field
Victoria Park,53.53684813,-113.5306711,Cricket Field
Coronation Park,53.56305924,-113.5605658,Cricket Field
