NAME,LATITUDE,LONGITUDE,TYPE
Velma E Baker,53.48035849,-113.385249,Ball Diamond
Vernon Barford,53.47358895,-113.5411212,Ball Diamond
Dunluce,53.62179669,-113.5261301,Ball Diamond
WP Wagner,53.49883232,-113.4539566,Ball Diamond
Dickinsfield,53.60420188,-113.4801334,Ball Diamond
Coronation Park,53.56131051,-113.5606209,Ball Diamond
Argyll Park,53.50499956,-113.4673625,Ball Diamond
Carlisle Park,53.60501102,-113.5274715,Ball Diamond
Brightview,53.54856221,-113.589304,Ball Diamond
Brookside,53.4924726,-113.5706059,Ball Diamond
Maple Ridge,53.50553579,-113.366917,Ball Diamond
Lee Ridge,53.47150311,-113.4483512,Ball Diamond
Our Lady Of Victories,53.5147673,-113.5931773,Ball Diamond
Mount Royal,53.56802888,-113.4257518,Ball Diamond
Argyll Park,53.50432163,-113.4662912,Ball Diamond
Katherine Therrien,53.61217493,-113.5302133,Ball Diamond
George Luck,53.47435884,-113.5755146,Ball Diamond
Mother Margaret Mary,53.4599644,-113.5828279,Ball Diamond
St Dominic,53.60763731,-113.4319351,Ball Diamond
Westlawn,53.53209597,-113.609061,Ball Diamond
Dunluce,53.62272914,-113.5251751,Ball Diamond
Carlisle Park,53.60618434,-113.527302,Ball Diamond
Hillview,53.46936823,-113.4286527,Ball Diamond
Kenilworth,53.52332238,-113.4351895,Ball Diamond
Winterburn,53.53487347,-113.6862585,Ball Diamond
Elsinore,53.6422739,-113.5029678,Ball Diamond
Forest Heights,53.54615181,-113.4537461,Ball Diamond
Klarvatten,53.63439007,-113.4791065,Ball Diamond
Michaels Park,53.47898918,-113.4487362,Ball Diamond
Goldstick,53.5443722,-113.4034849,Ball Diamond
Elsinore,53.64243758,-113.5076172,Ball Diamond
Clareview Park,53.60435856,-113.4046753,Ball Diamond
Patricia Heights,53.51161458,-113.6057422,Ball Diamond
Scona Annex,53.50917891,-113.5023297,Ball Diamond
The Hamptons,53.49339738,-113.6885489,Ball Diamond
Summerlea,53.52712029,-113.6246262,Ball Diamond
Blue Quill II,53.45786514,-113.5375039,Ball Diamond
Ermineskin,53.45888988,-113.5068048,Ball Diamond
Killarney,53.59182251,-113.4842344,Ball Diamond
Centennial,53.49419104,-113.6243066,Ball Diamond
McKee,53.48559401,-113.5091104,Ball Diamond
Lorelei,53.62418632,-113.5034013,Ball Diamond
Westglen,53.55535225,-113.5418032,Ball Diamond
The Meadows,53.45505988,-113.3698338,Ball Diamond
Hazeldean,53.5038305,-113.4767778,Ball Diamond
Mee Yah Noh,53.58804065,-113.4821605,Ball Diamond
Elizabeth Finch,53.62117944,-113.5584004,Ball Diamond
Capilano,53.55424879,-113.4235043,Ball Diamond
Airway Park,53.56193325,-113.5129017,Ball Diamond
James McCrie Douglas,53.43957526,-113.6125961,Ball Diamond
St Clement,53.44664149,-113.4480584,Ball Diamond
