NAME,LATITUDE,LONGITUDE,TYPE
Richfield Tot Lot,53.473039,-113.457482,Playground
Jackie Parker Park,53.484242,-113.421958,Playground
Kildare Park,53.605572,-113.456296,Playground
Cameron Heights,53.473239,-113.636405,Playground
Windsor Park School,53.523573,-113.536033,Playground
Ottewell Community League,53.530909,-113.423959,Playground
Rundle Park,53.555069,-113.386828,Playground
Potter Greens Playground #1,53.519359,-113.666858,Playground
Norwood Square,53.56487,-113.487874,Playground
St. Angela School,53.595519,-113.551362,Playground
Glastonbury Park West,53.505534,-113.672428,Playground
Beverly Jubilee Park,53.574396,-113.40722,Playground
Silver Heights Park,53.532741,-113.464921,Playground
Falconer Park,53.463152,-113.588499,Playground
Ellerslie Campus,53.426798,-113.442334,Playground
,53.49945,-113.622416,Playground
Holyrood School,53.531167,-113.450762,Playground
Laurel Park,53.451392,-113.390185,Playground
Kenilworth Park,53.522641,-113.43744,Playground
Hollick Kenyon Park Playground,53.621382,-113.419882,Playground
Kenilworth Park,53.522972,-113.43756,Playground
Brightview Community League,53.548483,-113.587363,Playground
Donnan Park/Arena,53.515336,-113.468507,Playground
Royal Gardens Community League,53.478204,-113.535767,Playground
Maple Ridge Park,53.501645,-113.368111,Playground
Central McDougall,53.555211,-113.503869,Playground
Woodcroft Playground,53.564999,-113.561878,Playground
Floden Park,53.563655,-113.408014,Playground
Floden Park,53.563735,-113.40742,Playground
Westbrook School,53.475491,-113.54088,Playground
King Edward School,53.521291,-113.492702,Playground
Paisley Park,53.414677,-113.559506,Playground
McKernan Park,53.510915,-113.51913,Playground
Rapperswill,53.637803,-113.532713,Playground
Daly Grove School,53.448864,-113.399378,Playground
Monsignor Walter Fitzgerald Playground,53.505571,-113.635037,Playground
Jackie Parker Park,53.484457,-113.424477,Playground
Lilliput Park,53.51006,-113.479383,Playground
St. Phillip/Kinsman,53.609079,-113.475476,Playground
Ekota School,53.450059,-113.442471,Playground
St. Gerard School,53.580182,-113.469756,Playground
Balwin,53.591415,-113.450804,Playground
Terwillegar Towne East,53.446723,-113.57553,Playground
McQueen Community League,53.55414,-113.570273,Playground
Kinsmen Park Senior,53.527291,-113.509153,Playground
Terwillegar Towne East,53.446564,-113.575575,Playground
"W.C. ""Tubby"" Bateman Park",53.523229,-113.480044,Playground
Greenview,53.47457,-113.428289,Playground
Terwillegar South,53.442703,-113.587139,Playground
Prog. Academy,53.550082,-113.550126,Playground
Our Lady of the Prairies Playground,53.499328,-113.623826,Playground
Bishop Savaryn School,53.621806,-113.507063,Playground
Monsignor Fee Otterson,53.417354,-113.520751,Playground
Beacon Heights School,53.575614,-113.414721,Playground
Cy Becker Park,53.634085,-113.407956,Playground
Robert Brett Park,53.596371,-113.427778,Playground
Hazeldean School,53.503328,-113.477159,Playground
Eaux Claires Park Playground,53.62168,-113.486204,Playground
Belvedere School/Park,53.594153,-113.434997,Playground
Westmount Back Alley Park,53.55224,-113.5474,Playground
Jasper Park Playground,53.520469,-113.584309,Playground
,53.58332,-113.407687,Playground
Capilano School,53.556018,-113.422124,Playground
,53.426749,-113.39971,Playground
Tipton Park,53.51647,-113.509744,Playground
Capilano School,53.555722,-113.422354,Playground
Tipton Park,53.516504,-113.510245,Playground
,53.4807,-113.351122,Playground
Tipton Park,53.516517,-113.509866,Playground
,53.633109,-113.459467,Playground
,53.450919,-113.376648,Playground
Tipton Park,53.516486,-113.51065,Playground
Poplar Park,53.626536,-113.473578,Playground
Horsehill School/Playground,53.6572,-113.343207,Playground
Horsehill School/Playground,53.657202,-113.342964,Playground
Avonmore Park,53.510373,-113.448926,Playground
Ambleside,53.432881,-113.604043,Playground
Montrose Community League,53.572521,-113.432931,Playground
Bergman Park,53.578987,-113.408667,Playground
Idylwylde/Metro School,53.522152,-113.453622,Playground
Dovercourt Community League Playground,53.576167,-113.559421,Playground
Blackburne,53.429496,-113.499855,Playground
Montrose Community League,53.572537,-113.433191,Playground
Grandview School,53.498916,-113.546497,Playground
Laurier Park Playground,53.51006,-113.549518,Playground
Zoie Gardner Park,53.585448,-113.450596,Playground
Scott Robertson,53.596161,-113.504216,Playground
Dovercourt Community League Playground,53.575746,-113.559786,Playground
Kensington Playground,53.595903,-113.530718,Playground
Greenview School,53.473497,-113.426732,Playground
Wolf Willow Park Playground,53.4992,-113.60438,Playground
Gold Bar Condos,53.542648,-113.409779,Playground
George Luck School,53.472898,-113.573036,Playground
Gold Bar Sch,53.549512,-113.414335,Playground
Tipton Park,53.516455,-113.510137,Playground
Youngstown,53.546108,-113.603955,Playground
Bonnie Doon Park,53.527376,-113.470595,Playground
Crestwood Community League Playground,53.533157,-113.569657,Playground
Caernarvon Park,53.610791,-113.528156,Playground
Northmount,53.603334,-113.477589,Playground
Brintnell Park Playground,53.619315,-113.407788,Playground
Belle Rive Playground,53.619683,-113.470921,Playground
Rideau School,53.478511,-113.504728,Playground
St. Gabriel School,53.551001,-113.423784,Playground
Caernarvon Tot Lot B,53.609809,-113.520312,Playground
Gallagher Park,53.535876,-113.4726,Playground
Jamieson Place Playground,53.490271,-113.651067,Playground
Richfield,53.469061,-113.452228,Playground
Dovercourt,53.574185,-113.561889,Playground
Oxford Park,53.617816,-113.547562,Playground
Elsinore/Chambery Park,53.640986,-113.505937,Playground
Laurier Heights Community Playground,53.516498,-113.569718,Playground
Glenora Playground,53.546673,-113.55689,Playground
