NAME,LATITUDE,LONGITUDE,TYPE
Virginia Pk,53.56084592,-113.4483047,Soccer Field
Forest Heights,53.54612408,-113.4537782,Soccer Field
Crestwood,53.53434613,-113.5695167,Soccer Field
St Alphonsus,53.56874904,-113.4657152,Soccer Field
Herb Link,53.62395033,-113.5320294,Soccer Field
HE Beriault,53.51487799,-113.6081748,Soccer Field
Mill Woods Park,53.45437791,-113.4456315,Soccer Field
Archbishop MacDonald,53.55396683,-113.5678558,Soccer Field
Blue Quill,53.4591411,-113.5243758,Soccer Field
St Richard,53.44725041,-113.427887,Soccer Field
St. Kateri,53.47483279,-113.4015853,Soccer Field
Edmonton Minor Soccer Association,53.42805062,-113.410188,Soccer Field
Menisa,53.44395318,-113.4490011,Soccer Field
Ormsby Place,53.49884219,-113.6374455,Soccer Field
Borden Park,53.56226361,-113.4613882,Soccer Field
St Francis Xavier,53.52986809,-113.6051767,Soccer Field
Eastwood,53.57420854,-113.4639477,Soccer Field
Ermineskin,53.45764765,-113.50601,Soccer Field
Hudson,53.60689758,-113.5561013,Soccer Field
Hudson,53.60649799,-113.5537685,Soccer Field
Monsignor Fee Otterson,53.4174426,-113.5203268,Soccer Field
St Augustine,53.47271477,-113.5074255,Soccer Field
St Benedict,53.52574058,-113.6342646,Soccer Field
Belmont,53.59421144,-113.396846,Soccer Field
Poplar Park,53.62579841,-113.4709391,Soccer Field
Ritchie,53.51126178,-113.4808339,Soccer Field
Poplar Park,53.62598308,-113.4698389,Soccer Field
Academy at King Edward,53.52166113,-113.4889177,Soccer Field
St Justin,53.51775719,-113.6207229,Soccer Field
St Augustine,53.47400005,-113.505602,Soccer Field
Baturyn,53.63132852,-113.5041978,Soccer Field
Hairsine,53.6045278,-113.3913814,Soccer Field
Homesteader,53.58677962,-113.4116669,Soccer Field
St Martin,53.48959426,-113.5236797,Soccer Field
Northmount,53.60361673,-113.4777964,Soccer Field
Glendale,53.53736084,-113.5999892,Soccer Field
Cumberland,53.61189885,-113.5470381,Soccer Field
Bisset,53.46015536,-113.4004636,Soccer Field
Michaels Park,53.47967789,-113.4507085,Soccer Field
Rundle Park,53.55779763,-113.3838456,Soccer Field
Maple Ridge,53.5055682,-113.3652935,Soccer Field
Lee Ridge,53.47026835,-113.4465858,Soccer Field
Eaux Claires,53.62170569,-113.4832902,Soccer Field
Major General Griesbach,53.60681221,-113.4983268,Soccer Field
,53.42982958,-113.5299144,Soccer Field
Dunluce,53.62168742,-113.5272305,Soccer Field
Aldergrove,53.51828549,-113.6344584,Soccer Field
Michaels Park,53.48014662,-113.4474446,Soccer Field
Carlisle Park,53.60446579,-113.5273982,Soccer Field
Rosslyn,53.59473819,-113.5155061,Soccer Field
Mount Pleasant,53.49477882,-113.5030457,Soccer Field
Giovanni Caboto,53.55683408,-113.4833638,Soccer Field
Good Shepherd,53.49129338,-113.6346213,Soccer Field
Balwin,53.59178207,-113.4478459,Soccer Field
St Vladimir,53.59374232,-113.4557687,Soccer Field
Summerlea,53.5259439,-113.6250816,Soccer Field
Kiniski Gardens,53.47850601,-113.4076966,Soccer Field
Kaskitayo,53.45029671,-113.5128234,Soccer Field
Keheewin,53.44985738,-113.5057276,Soccer Field
Lorelei,53.62458358,-113.5027172,Soccer Field
Archbishop MacDonald,53.55396494,-113.5685504,Soccer Field
Grace Martin,53.47042532,-113.4584641,Soccer Field
Blue Quill,53.4593642,-113.5223479,Soccer Field
Giovanni Caboto,53.55722072,-113.4838765,Soccer Field
Herb Link,53.62441617,-113.5328325,Soccer Field
McArthur,53.5978786,-113.5476557,Soccer Field
Crestwood,53.53503647,-113.5694139,Soccer Field
Greenview,53.47516045,-113.4284576,Soccer Field
Grace Martin,53.47055322,-113.4595325,Soccer Field
The Meadows,53.45927556,-113.3739427,Soccer Field
Forest Heights,53.54419091,-113.4538084,Soccer Field
Horse Hills,53.65597856,-113.3406598,Soccer Field
St Philip,53.60770833,-113.4756608,Soccer Field
St Hilda,53.47465945,-113.453218,Soccer Field
Ramsey Heights,53.48327318,-113.5840471,Soccer Field
Windsor Park,53.5242446,-113.5364102,Soccer Field
Grace Martin,53.470499,-113.4574877,Soccer Field
Allendale,53.50239464,-113.5041835,Soccer Field
Lymburn,53.50615609,-113.6439047,Soccer Field
Hollick Kenyon,53.62246372,-113.4213769,Soccer Field
Herb Link,53.62449512,-113.5321411,Soccer Field
Thorncliffe,53.51718454,-113.6210071,Soccer Field
Oliver,53.54343688,-113.5246044,Soccer Field
Westglen,53.55458713,-113.5429364,Soccer Field
St Thomas More,53.53436283,-113.6070706,Soccer Field
Skyrattler,53.45159803,-113.5214735,Soccer Field
Hodgson Road,53.45739537,-113.5597703,Soccer Field
Hillview,53.46881966,-113.4287202,Soccer Field
Pkdale,53.56879373,-113.4719566,Soccer Field
Fraser,53.6109237,-113.3742577,Soccer Field
St Peter,53.51070432,-113.5252888,Soccer Field
Duggan,53.47221509,-113.5046682,Soccer Field
Carlisle Park,53.60399012,-113.5245048,Soccer Field
Dovercourt,53.57425293,-113.5622452,Soccer Field
Hairsine,53.60528894,-113.3918282,Soccer Field
Mother Margaret Mary,53.45961053,-113.579574,Soccer Field
Blue Quill II,53.45762683,-113.5382252,Soccer Field
St Martha,53.50665371,-113.6370306,Soccer Field
James Gibbons,53.52289647,-113.5836032,Soccer Field
Michael Strembitsky,53.41414414,-113.4632869,Soccer Field
Pollard Meadows,53.44827906,-113.4090978,Soccer Field
Westmount,53.56139147,-113.5470651,Soccer Field
Carlisle Park,53.60418487,-113.5253291,Soccer Field
McKee,53.48649988,-113.5095692,Soccer Field
Princeton,53.59018284,-113.4576138,Soccer Field
Winterburn,53.53532908,-113.6863408,Soccer Field
ME Lazerte,53.6086672,-113.4481119,Soccer Field
Waverly,53.52332476,-113.4335802,Soccer Field
Malcolm Tweedle,53.47832995,-113.4553024,Soccer Field
LaPerle W,53.5324672,-113.6462,Soccer Field
St Thomas More,53.53440098,-113.6084647,Soccer Field
The Hamptons,53.49151786,-113.6885633,Soccer Field
St Bonaventure,53.60432458,-113.3884878,Soccer Field
Hollick Kenyon,53.62241046,-113.4223688,Soccer Field
Edmonton Minor Soccer Association,53.42815141,-113.4089542,Soccer Field
Ambleside,53.42684912,-113.6041509,Soccer Field
Weinlos,53.46030804,-113.4139151,Soccer Field
Elmwood,53.51536651,-113.6062767,Soccer Field
Ellerslie,53.42648972,-113.4423041,Soccer Field
Keheewin,53.44986043,-113.5030931,Soccer Field
Horse Hills,53.65603546,-113.341399,Soccer Field
Belmead,53.5256309,-113.6367197,Soccer Field
Mary Hanley,53.4633726,-113.4015119,Soccer Field
St Elizabeth,53.47046785,-113.4519746,Soccer Field
Silver Berry W,53.45822313,-113.3862395,Soccer Field
Ormsby Place,53.49907944,-113.6373417,Soccer Field
Scott Robertson,53.59605035,-113.503999,Soccer Field
Centennial,53.49492455,-113.6237148,Soccer Field
Vernon Barford,53.47346769,-113.5399086,Soccer Field
Archbishop Joseph MacNeil,53.46036058,-113.5785373,Soccer Field
Lorelei,53.62458489,-113.5036683,Soccer Field
Katherine Therrien,53.61033827,-113.5290584,Soccer Field
Belmont,53.59474644,-113.3964945,Soccer Field
Prince Charles,53.57835676,-113.538014,Soccer Field
Bishop Greschuk,53.6362211,-113.4817402,Soccer Field
M Butterworth,53.62461737,-113.5055625,Soccer Field
Winterburn,53.53525184,-113.6872578,Soccer Field
Calder,53.58971934,-113.5260357,Soccer Field
Capilano,53.55419782,-113.4222248,Soccer Field
McLeod,53.611057,-113.4290473,Soccer Field
Notre Dame,53.52363556,-113.5871926,Soccer Field
Lady Prairies,53.49900725,-113.6262978,Soccer Field
Kenilworth,53.522663,-113.435127,Soccer Field
St Charles,53.6324808,-113.5022656,Soccer Field
St John Bosco,53.62189738,-113.4620038,Soccer Field
Greenfield,53.4720218,-113.5258514,Soccer Field
M A Kostek,53.48947867,-113.6485528,Soccer Field
Lago Lindo,53.63418585,-113.4880895,Soccer Field
Avalon,53.49211106,-113.5230613,Soccer Field
McKee,53.48742882,-113.5102868,Soccer Field
Bessie Nichols,53.48766629,-113.6703424,Soccer Field
Delton,53.57649519,-113.4789933,Soccer Field
Ramsey Heights,53.48311891,-113.5827676,Soccer Field
Lago Lindo,53.63578364,-113.4852814,Soccer Field
McNally,53.54686907,-113.459391,Soccer Field
Summerside W,53.41916762,-113.4622626,Soccer Field
St Augustine,53.47372555,-113.5060089,Soccer Field
Edm Chinese,53.50232994,-113.4667879,Soccer Field
Queen Mary Park,53.55589271,-113.5132655,Soccer Field
Tipaskan,53.46280047,-113.4564823,Soccer Field
Mary Hanley,53.46255271,-113.3994215,Soccer Field
Highlands,53.57022982,-113.4342178,Soccer Field
Ritchie,53.51036019,-113.4808235,Soccer Field
Monsignor Fee Otterson,53.41748375,-113.5197049,Soccer Field
St John Bosco,53.62129292,-113.4581847,Soccer Field
Ogilvie,53.46344741,-113.5606013,Soccer Field
Greenview,53.47556103,-113.4280821,Soccer Field
Patricia Heights,53.51156441,-113.6041644,Soccer Field
Bishop Savaryn,53.62296912,-113.5072679,Soccer Field
M Butterworth,53.62462767,-113.5046395,Soccer Field
St Martin,53.48944872,-113.5230412,Soccer Field
Lansdowne,53.48618109,-113.5441466,Soccer Field
Cumberland,53.61189441,-113.545769,Soccer Field
Belmont,53.5934191,-113.3943768,Soccer Field
Tomlinson Park,53.44932659,-113.5859712,Soccer Field
Mount Royal,53.56915683,-113.4233115,Soccer Field
Braemar,53.5310833,-113.427291,Soccer Field
St Philip,53.60824301,-113.4754489,Soccer Field
Glenora,53.54480879,-113.5550147,Soccer Field
Edmonton Minor Soccer Association,53.42921571,-113.4083154,Soccer Field
Bessie Nichols,53.48769046,-113.6696555,Soccer Field
M Lavallee,53.52622954,-113.4750186,Soccer Field
Pkdale,53.56877186,-113.4726215,Soccer Field
Clara Tyner,53.53234182,-113.4368742,Soccer Field
Castle Downs,53.61627436,-113.5242068,Soccer Field
Kensington,53.59641776,-113.529217,Soccer Field
Menisa,53.44302335,-113.4499741,Soccer Field
Mill Creek,53.51530331,-113.4799756,Soccer Field
A. Blair McPherson,53.46911983,-113.3618947,Soccer Field
Overlander,53.58221049,-113.3889284,Soccer Field
Skyrattler,53.4508844,-113.5219079,Soccer Field
Dovercourt,53.57586471,-113.560438,Soccer Field
Silver Berry W,53.45901882,-113.3834083,Soccer Field
Daly Grove,53.44894703,-113.4023401,Soccer Field
Avonmore,53.51056123,-113.4495786,Soccer Field
Lynnwood,53.51607897,-113.5885188,Soccer Field
Richard Secord,53.47764669,-113.5327934,Soccer Field
Aldergrove,53.52023379,-113.6349617,Soccer Field
St Kevin,53.53969828,-113.4550936,Soccer Field
McCauley,53.5536348,-113.4841976,Soccer Field
St Francis of Assisi,53.58990753,-113.4447844,Soccer Field
Bishop Greschuk,53.63550517,-113.4812882,Soccer Field
Our Lady of Peace,53.55557369,-113.5962256,Soccer Field
Princeton,53.59109972,-113.4585309,Soccer Field
Matt Berry,53.62079071,-113.433361,Soccer Field
Brander Gardens,53.49289964,-113.5777675,Soccer Field
St John Bosco,53.62129567,-113.4587921,Soccer Field
A. Blair McPherson,53.46981776,-113.3602553,Soccer Field
Delwood,53.59536875,-113.4560347,Soccer Field
Lynnwood,53.51613832,-113.5880277,Soccer Field
Bisset,53.46040705,-113.4015562,Soccer Field
Miller,53.61318323,-113.4172638,Soccer Field
Bishop Savaryn,53.62220276,-113.5070799,Soccer Field
Minchau,53.4680755,-113.4075126,Soccer Field
Our Lady Of Victories,53.51489939,-113.5934752,Soccer Field
Herb Link,53.62480852,-113.5324929,Soccer Field
Parkview,53.52545846,-113.5686568,Soccer Field
Lee Ridge,53.47072898,-113.445928,Soccer Field
Steinhauer,53.46320352,-113.5056161,Soccer Field
Cumberland,53.6113156,-113.5449326,Soccer Field
Homesteader,53.58680502,-113.4127002,Soccer Field
St Brides,53.54730282,-113.443996,Soccer Field
King Edward,53.52165292,-113.4937903,Soccer Field
Mayfield,53.55494462,-113.5965085,Soccer Field
McDougall,53.55648949,-113.5051188,Soccer Field
Riverbend,53.49240602,-113.5758494,Soccer Field
St Francis of Assisi,53.58973658,-113.4438749,Soccer Field
Crawford Plains,53.44162671,-113.4062063,Soccer Field
Father Leo Green,53.60850005,-113.4569275,Soccer Field
Katherine Therrien,53.61237749,-113.5278823,Soccer Field
Herb Link # 4 S,53.4624597,-113.4269891,Soccer Field
Lorelei,53.62381423,-113.5032322,Soccer Field
St Francis of Assisi,53.58918739,-113.4440812,Soccer Field
Katherine Therrien,53.61127402,-113.5304157,Soccer Field
Lymburn,53.50714637,-113.6455143,Soccer Field
Bisset,53.45991674,-113.3991524,Soccer Field
Glengarry,53.59456944,-113.4839303,Soccer Field
McQueen,53.5551792,-113.5701371,Soccer Field
Weinlos,53.46068563,-113.4142847,Soccer Field
Mee Yah Noh,53.5885088,-113.4832791,Soccer Field
Ellerslie,53.42649449,-113.4417459,Soccer Field
St Benedict,53.52563652,-113.6318708,Soccer Field
Rosslyn,53.59301314,-113.5121652,Soccer Field
Kiniski Gardens,53.47880388,-113.4053376,Soccer Field
Brintnell,53.6202806,-113.4067612,Soccer Field
Eastwood,53.57572303,-113.4647567,Soccer Field
Riverbend,53.49235862,-113.5768367,Soccer Field
Ermineskin,53.45735812,-113.5060659,Soccer Field
Hillview,53.46914148,-113.4275727,Soccer Field
Steinhauer,53.4637943,-113.5070202,Soccer Field
Brookside,53.49185638,-113.5697705,Soccer Field
Rideau Park,53.47773231,-113.5052416,Soccer Field
Dunluce,53.6226997,-113.5254225,Soccer Field
Belgravia,53.50973994,-113.5318298,Soccer Field
Velma E Baker,53.48122259,-113.3846067,Soccer Field
Terrace Heights,53.53927022,-113.4340851,Soccer Field
Sifton,53.59582226,-113.4096296,Soccer Field
St Basil,53.56748107,-113.4970085,Soccer Field
Kildare,53.60649723,-113.4554028,Soccer Field
Miller,53.61345537,-113.417704,Soccer Field
Kernohan,53.59292735,-113.3820097,Soccer Field
Poplar Park,53.62842469,-113.4721032,Soccer Field
Dunluce,53.62266154,-113.5252787,Soccer Field
McNally,53.54867955,-113.4619703,Soccer Field
Callingwood Park,53.50429653,-113.6271895,Soccer Field
Alberta Avenue,53.57184359,-113.4833829,Soccer Field
Haddow,53.45478335,-113.5952155,Soccer Field
Haddow,53.45491225,-113.5965663,Soccer Field
Ekota,53.44793674,-113.441511,Soccer Field
LaPerle E,53.53288532,-113.6348373,Soccer Field
St Mark,53.56821271,-113.5532969,Soccer Field
Westridge,53.50679683,-113.6024066,Soccer Field
Notre Dame,53.52474144,-113.5893381,Soccer Field
St Cecilia,53.59339837,-113.4784022,Soccer Field
North Edmonton,53.58648917,-113.448938,Soccer Field
Hodgson Road,53.45859053,-113.5580411,Soccer Field
Caernarvon,53.60950149,-113.5257943,Soccer Field
Sherwood,53.53258744,-113.5836774,Soccer Field
Grovenor,53.54540954,-113.5667366,Soccer Field
Coronation Park,53.56266644,-113.5596134,Soccer Field
Earl Buxton,53.47278968,-113.5843824,Soccer Field
,53.44293041,-113.559413,Soccer Field
George Luck,53.47277263,-113.5750856,Soccer Field
Meyokumin,53.44843976,-113.4282965,Soccer Field
Coronation,53.55517074,-113.5585046,Soccer Field
Anne Fitzgerald,53.59418551,-113.380751,Soccer Field
Edmonton Minor Soccer Association,53.42922086,-113.4095568,Soccer Field
The Hamptons,53.49061548,-113.6857614,Soccer Field
Gold Bar,53.55056945,-113.4145099,Soccer Field
John Paul I,53.47148052,-113.4275624,Soccer Field
Spruce Avenue,53.56479671,-113.4975063,Soccer Field
Lymburn,53.50714673,-113.6447112,Soccer Field
Centennial,53.49469688,-113.6246105,Soccer Field
Lorelei,53.62386007,-113.503737,Soccer Field
St Augustine,53.47266527,-113.5085127,Soccer Field
Scott Robertson,53.59589352,-113.5030333,Soccer Field
Tipaskan,53.46238251,-113.4567539,Soccer Field
Victoria HS,53.55449671,-113.4989242,Soccer Field
Abbottsfield,53.57444053,-113.3916099,Soccer Field
Edmonton Minor Soccer Association,53.43028538,-113.408301,Soccer Field
Aldergrove,53.52020695,-113.6351602,Soccer Field
Lynnwood,53.51701243,-113.5880631,Soccer Field
Ormsby Place,53.49860277,-113.6367229,Soccer Field
Belmead,53.52567662,-113.6368544,Soccer Field
Edith Rogers,53.47599073,-113.4567595,Soccer Field
Hairsine,53.60465845,-113.3927543,Soccer Field
St Philip,53.6081937,-113.4744475,Soccer Field
The Hamptons,53.49025807,-113.6846892,Soccer Field
Keheewin,53.44985835,-113.5037202,Soccer Field
Westglen,53.55454012,-113.5435807,Soccer Field
Wedgewood Heights,53.48042108,-113.6452501,Soccer Field
Greenview,53.47691774,-113.4266586,Soccer Field
St Theresa,53.45856883,-113.5269832,Soccer Field
Thorncliffe,53.51692396,-113.6227438,Soccer Field
Norwood Square,53.56438766,-113.4882052,Soccer Field
Capilano,53.55529823,-113.4236354,Soccer Field
Delwood,53.59537728,-113.4550964,Soccer Field
Balwin,53.59057335,-113.447985,Soccer Field
Mee Yah Noh,53.5883049,-113.4827889,Soccer Field
Velma E Baker,53.4798555,-113.382712,Soccer Field
St Basil,53.56721587,-113.4976492,Soccer Field
Laurier Heights,53.51565741,-113.5667232,Soccer Field
Belmont,53.593676,-113.3953433,Soccer Field
Greenfield,53.47213059,-113.5257249,Soccer Field
Sweet Grass,53.46262931,-113.5263826,Soccer Field
Club Soccer,53.42753919,-113.4145872,Soccer Field
Miller,53.61397908,-113.415315,Soccer Field
Lawton,53.5688895,-113.4043827,Soccer Field
,53.39953422,-113.5337562,Soccer Field
,53.39912026,-113.5344112,Soccer Field
Rutherford,53.5227412,-113.4695608,Soccer Field
George Luck,53.47220495,-113.5738223,Soccer Field
St. Thomas Aquinas,53.39869565,-113.5562627,Soccer Field
James McCrie Douglas,53.43971723,-113.6157556,Soccer Field
James McCrie Douglas,53.43869404,-113.6157574,Soccer Field
,53.39889419,-113.5349314,Soccer Field
George Luck,53.47281605,-113.5749353,Soccer Field
Capilano,53.55569568,-113.4226565,Soccer Field
,53.42087736,-113.6041273,Soccer Field
,53.52954586,-113.6789299,Soccer Field
,53.53120272,-113.6810056,Soccer Field
Hardisty,53.54756346,-113.4299045,Soccer Field
Hardisty,53.54766709,-113.4308228,Soccer Field
St Clement,53.44601985,-113.4477458,Soccer Field
